Entity,Code,Year,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
China,CHN,10,,1.4047446,-0.052807808,0.3246045,0.24580812,0.58077955,-0.8038683,0.27789307,0.123560905,0.85259867,0.6678672,0.56303835,-0.36929703,0.36530828,-0.1400547,0.6746869,0.51814795,-0.08586931,1.4559474,0.017277718,-0.5093732,0.12739706,-0.8377509,0.7436633,-0.6293206,-0.14207411,1.0294003,-0.9335351,-0.37463522,0.2754259,-0.94582844,-0.88924074,-1.4449487,-0.41301203,0.028173923,0.11407137,-0.157238,-0.42654276,-1.7297153,-0.4593544,-0.81781673,-0.3357997,0.3844409,-1.8294926,-1.0042033,-0.25767708,-0.8917422,-0.3058586,-0.7827954,0.2854066,-0.8224807,-1.5588522,-1.4112554,-1.2337332,-1.1000609,-0.23806477,-1.7262611,-1.0265684,-1.3801241,-0.3548107,-0.16460323,-1.3286476,-0.888463,-0.62267923,-1.3609266,0.4289441,-1.2620454,-1.5279016,-1.6611595,-0.44392586,-0.9400754,0.7075143,-1.1492033,1.0084987,0.50970984
China,CHN,11,,0.4063486,1.3760374,-0.50120133,0.9844141,0.86819077,-0.24763949,0.08038831,-0.062051095,1.1411003,0.44289243,-0.081086956,-1.0438639,1.1238447,0.524799,-1.7291317,0.090689614,0.39706153,0.76153946,0.50005335,0.23612629,-0.14524879,-0.74360263,0.79544973,-1.4853189,0.12571146,0.74762106,-1.0805054,-1.135802,0.043660402,1.7197795,-0.77092147,-1.2839774,-0.77417254,0.8839803,-1.0936284,0.04713948,-0.76829135,-1.2667854,-1.8856142,-0.07617259,-0.15230435,-0.7905374,-2.7034705,1.2349538,-1.633842,-0.40797555,-1.0774261,-2.5126898,-0.7581992,-0.16513702,-0.78912395,-1.727329,-0.8043303,-1.4491395,-1.6741388,-0.4522835,-3.2850091,-1.9206088,-1.1790988,-0.2028,-0.8554085,-2.2197888,-0.58481604,-1.4069293,-1.7305273,-0.16380082,0.0538785,-3.1561453,-1.0103495,-0.009343982,-0.7140371,-0.5571698,-0.13338353,-0.7166296
China,CHN,12,,0.34145498,-0.7889013,0.42791796,-0.8255701,0.02666092,-1.1460519,0.9862771,2.6176329,0.73712444,-0.5650172,0.07835293,-1.3934603,-0.3208089,-0.38820887,-0.635746,0.8893595,1.1387911,0.17346478,-1.2855196,0.5775037,0.10603762,-0.72359324,-0.9651146,0.13083458,0.13673496,1.2084908,-0.6624141,0.2180953,-0.3676653,0.51790285,-0.27324724,0.36139965,-0.35224247,0.74060106,0.6817217,1.0908799,0.5259948,0.022140503,-1.4569483,-1.9348216,-0.41731787,-1.1831231,-1.1938643,-0.18589354,0.668314,0.4446869,-0.09484339,-1.5191574,-2.1575336,-2.5061312,-0.80160713,-0.9729266,-0.36372948,-0.38441706,-1.0247493,0.95546675,-3.484436,-2.085711,-2.3009367,-0.46541214,-0.840816,-0.37461662,-1.6122503,-1.1108704,-0.5089383,1.4733486,0.22247982,-3.009901,1.4298687,-4.048931,-0.12031126,-2.80968,1.3924456,-1.3339195
Colombia,COL,1,1.5971031,-0.49412727,0.33187866,-0.062337875,0.8387966,0.44241142,-0.31762695,-0.22645187,1.7227345,-0.17650032,0.3175869,0.6328926,-0.14775658,-0.1919651,0.8691864,-0.5058403,-0.20219803,0.5463009,-0.5977211,0.07744789,0.0876503,0.5924187,-0.11393547,-0.9887924,-0.49334145,-0.94950676,0.8805771,-0.42360687,-0.6137066,-0.09442139,-0.24965096,-0.7547817,-0.15107346,0.19088936,-0.53006744,-1.4836788,-0.063941956,-0.47904968,-0.7338772,-0.11882019,-1.3164978,0.17798996,-0.6527996,-0.04942131,-0.25373077,0.080280304,0.039756775,0.1775589,-1.1476135,-0.91537476,-0.9510231,0.12190628,-1.2504063,-0.90138054,-0.41638184,-0.32418442,-0.8258667,-0.731966,-0.46058655,-0.58109474,0.8683853,0.091293335,-0.43418884,-0.39792252,-0.69155693,0.25157928,0.18213844,-0.89299774,-2.2506847,-1.4839249,-1.1969948,-0.61330223,-0.52072906,-1.3945065,-1.4016781
Colombia,COL,2,1.0573063,0.014623642,-0.09850693,0.60378265,1.17482,0.5665302,0.6967068,0.4712963,1.1802502,0.071998596,0.26442337,-0.09374809,-0.44605064,-0.17258644,1.0984707,-0.45625305,-0.42264175,1.3506908,-0.20490837,0.03731346,0.2225895,0.25922775,0.03327942,-0.6093426,-0.88406754,-1.4556637,0.5759983,-1.2599869,-1.2755966,0.5196228,-0.76729965,-0.7559719,0.19753075,0.08334923,-0.744545,-1.2207909,-0.039993286,-0.47096062,-1.1825237,-0.46016884,-1.7342186,0.31439972,-0.7845917,-0.70093536,0.5278549,0.23958015,0.06976509,-0.5295067,-0.9991627,-0.745451,-1.0358696,0.36406326,-0.9418869,-1.5067921,-0.20708084,-0.4928856,-0.54024506,-0.5729637,0.06253624,-0.063251495,1.0362053,-0.8150425,-0.30430222,-0.521801,-0.53087234,0.49784088,0.45053673,-0.5329819,-1.8499584,-1.3700619,-0.57271004,0.08639145,0.0033874512,-2.3259048,-1.5463028
Colombia,COL,3,,0.06591606,-0.19619751,-0.292511,1.328104,0.544754,0.48553848,-0.077711105,1.401226,0.29232025,0.2519226,0.0064105988,-0.5160103,-0.39575005,0.8543987,-0.49988556,-0.19017982,0.09326935,-0.39227295,0.53341866,0.102155685,0.05641365,-0.1452198,-0.5172539,-0.6171112,-0.70644,0.52017593,-0.12276268,-0.52241707,-0.11239052,-0.7089138,-0.9945202,0.17321014,-0.12452316,-0.6496353,-1.300024,0.8526077,0.025541306,-1.0722809,-0.09669113,-0.5559559,0.44605446,-0.34630585,0.0674572,0.34882164,-0.6415615,-0.13860512,-0.29902267,-1.1192265,-0.924572,-0.64611244,0.1199379,-0.9599571,-1.2089596,-0.29782486,0.06544685,-0.7691994,-0.35928535,-0.18588829,-0.1798935,0.1534729,-0.54751587,-0.96092606,-0.31963348,-0.11298561,0.057785034,0.06283951,-0.20793343,-1.1168442,-1.3227577,-0.5903988,0.4424343,0.21871948,-1.1287289,-0.80851364
Colombia,COL,4,,0.4068241,0.0052375793,-0.020057678,0.8912449,0.7200794,-0.17934418,0.56816673,0.78923225,0.32436562,0.29016304,0.44064903,-0.26569176,-0.24305153,0.63723755,-0.0022335052,0.053426743,-0.048856735,-0.14310646,0.21172142,0.07011604,-0.11199951,-0.30800247,-0.1427517,-0.6974964,-0.99004745,0.43922806,-0.38103294,-0.5151253,-0.029661179,-0.5966568,-0.41064262,-0.08427811,-0.2856903,-0.32722092,-0.5253792,-0.06329918,-0.03345108,-0.69192505,-0.32956886,-0.5394726,0.1223259,-0.6577816,-0.27519417,0.15590858,-0.50626564,-0.58765984,-0.18408585,-0.9364109,-0.641304,-0.7406769,0.024749756,-0.7311001,-0.8565445,-0.3037777,0.018918991,-0.85302734,-0.7022667,0.009462357,-0.38630486,-0.75845146,-0.57593346,-0.60357285,-0.45560455,-0.7665386,-0.35154915,-0.10789299,-0.8085003,-1.3560123,-1.2793808,-1.1941433,-0.826046,-0.91532516,-1.3643742,-1.0443268
Colombia,COL,5,,0.9991894,0.05136299,0.11221504,0.75253487,0.53014183,-0.15551567,0.54551506,0.60190773,0.57268333,0.39114952,0.12881851,-0.039196014,-0.037769318,0.7283993,0.18492126,-0.356081,-0.16640472,-0.32923317,0.32804108,-0.23609161,-0.18253136,0.004293442,-0.24335098,-0.6468029,-0.7605362,0.23337555,-0.46219063,-0.75940704,-0.24738884,-0.27890396,-0.10638237,0.11506271,-0.10910988,-0.33701515,-0.99923897,-0.21333122,-0.07300377,-0.40202713,-0.7369728,-0.45464516,0.554121,-0.46754074,-0.2678051,-0.04909706,-0.16184616,-0.38129616,-0.48898697,-0.7368088,-0.9017029,-0.85134125,-0.28814888,-0.3563919,-0.98862076,-0.24951363,0.2482853,-1.016962,-0.37365913,-0.29261398,-0.5380306,-0.6320286,-0.61247826,-0.74557495,-0.29510307,-0.8136616,-0.5963898,-0.026712418,-0.67040634,-1.6787891,-1.3705177,-1.2884293,-0.8976517,-0.97016525,-0.97960854,-1.4910221
Colombia,COL,6,,0.7663193,-0.24375153,0.23446465,0.6474495,0.59492683,-0.022096634,0.5515747,0.34020996,0.5400677,0.42602158,0.4192543,0.2827034,0.34187508,0.35820198,-0.0035820007,-0.13796043,-0.33684158,0.001996994,0.28696442,-0.29553413,-0.30521774,-0.37703514,-0.6907692,-0.45429993,-0.5219135,-0.17754745,0.003435135,-0.7828102,-0.22661018,-0.40558434,-0.15034103,0.12545013,-0.031999588,-0.28458405,-0.6983795,-0.6479645,0.064777374,-0.74481964,-1.0932446,-0.76104355,0.13176537,-0.08787727,-0.34176254,0.094213486,-0.45318222,-0.55607224,-0.55384254,-0.7716522,-0.7257805,-0.4455223,-0.12071037,-0.00762558,-0.7391796,-0.20257378,0.23328018,-0.80723953,-0.72385216,-0.09774971,-0.35628128,-0.99269104,-0.2717247,-0.9471226,-0.7951336,-0.53025436,-0.7210312,0.045492172,-0.6552429,-1.5777321,-1.3012772,-1.2286739,-0.8557224,-0.90221024,-0.9599228,-1.2009735
Colombia,COL,7,,1.0703754,0.41002274,0.2501812,0.5779171,0.59586906,0.4699955,0.4203205,0.27552795,0.7245197,0.56196594,0.04966545,0.11031914,0.22860909,0.114105225,0.31088066,-0.10836792,0.20978165,0.2045021,0.28607368,-0.30477524,-0.27558327,-0.013559341,-0.30120277,-0.5361805,-0.5693989,-0.15001869,0.1665268,-0.6534481,-0.24733925,-0.65989494,-0.23660469,-0.78894615,-0.46124268,-0.39845467,-0.71136665,-0.83626175,0.26389885,-0.86131096,-0.8882427,-0.8983841,0.2437973,-0.25366402,-0.5248394,0.023622513,-0.08561325,-0.30056953,-0.16155243,-0.40448952,-1.2249641,-0.588644,-0.30379868,0.40342522,-0.5277767,-0.29700089,0.08296013,-0.4141903,-0.39167976,-0.15109444,-0.061618805,-0.85627556,-0.18252945,-0.7523308,-0.56720924,-0.59703255,-0.63911057,0.19568443,-0.15639305,-1.53796,-1.225441,-1.2371292,-0.90907097,-0.88013077,-0.7395363,-1.3242874
Colombia,COL,8,,1.5448704,0.14368248,0.27568817,0.47084427,0.51109123,0.26093102,0.80875206,0.5971966,0.8305454,0.08846474,-0.13269234,0.026796341,0.38477135,0.12195587,0.37428284,0.06767845,-0.14661026,0.26746368,0.10664177,-0.23417854,-0.30527306,-0.10908699,-0.15050125,-0.3469658,-0.7466507,0.045072556,0.013250351,-0.46539688,-0.16827011,-0.5689125,-0.41590118,-0.5719967,-0.6132927,-0.31768036,-0.4991169,-0.5078354,-0.06657982,-0.38315392,-1.0644417,-0.8865471,-0.2897377,-0.18889618,-0.43231964,-0.11480141,-0.119190216,-0.607296,-0.16778946,-0.39795113,-0.7257805,-0.5075989,-0.5826378,-0.15274048,-0.9058552,-0.5347481,-0.1468029,-0.32255936,-0.50019455,-0.25695038,-0.41099167,-0.5794811,0.041547775,-0.5317135,-0.20523834,-0.49393654,-0.8941307,-0.14613342,0.039466858,-1.361126,-1.1293678,-0.97960854,-0.54631233,-0.96715355,-0.63562775,-1.1586876
Colombia,COL,9,,1.5752735,0.24372292,0.2728138,0.39692688,0.88799477,0.41206932,0.6465893,0.3081169,1.1986904,0.27142334,0.11798096,0.03302002,0.23200226,0.24878693,0.6090145,0.044815063,-0.121219635,0.16540146,0.082466125,-0.27281952,-0.4356041,-0.11221695,-0.49269485,-0.7085705,-0.72678375,-0.20401764,0.23418617,-0.47195435,-0.2787609,-0.38279533,-0.63546944,-0.697464,-0.34915543,-0.427145,-0.4958477,-0.572382,0.033628464,-0.71305275,-0.7273655,-1.0154114,-0.4598217,-0.24961281,-0.6029339,-0.118587494,-0.41614723,-0.5718193,-0.32466316,-0.20355225,-0.78526306,-0.9976139,-0.7665119,-0.23169899,-1.2052288,-0.78176117,0.051418304,-0.4627514,-0.47124672,-0.2961445,-0.24917603,-0.60458946,0.25551605,-0.31266022,-0.5640526,-0.83335495,-0.8166599,0.14237595,0.21139717,-1.4429169,-1.200634,-0.9608059,-0.5988312,-1.1645794,-0.62174034,-0.9243336
Colombia,COL,10,,1.485239,0.19986916,0.38303375,0.55207634,-0.0017032623,0.40870285,0.38179016,0.45835114,0.8495369,0.19459152,0.26597595,0.2506504,0.11639786,0.36751747,0.45680237,0.014984131,-0.26927948,0.41233444,0.015644073,0.052497864,-0.18058586,-0.16569138,0.013299942,-0.5500183,-0.75174904,-0.15946198,0.38415718,-0.56526184,-0.5647392,-0.49406052,-0.46756172,-0.40686035,-0.6183815,-0.26368713,-0.7554283,-0.36291313,-0.14275742,-0.78896713,-0.5950527,-0.7105522,-0.8030968,-0.7201748,-0.41469002,-0.3908844,-0.19845772,-0.4582615,-0.35915756,-0.2105465,-0.752615,-0.66370964,-0.2527542,0.039749146,-0.83429337,-0.30961037,-0.36558533,-0.2915573,-0.69569397,-0.18011856,0.078891754,-0.5910244,0.2130928,-0.3493824,-0.5532112,-0.53749466,-0.7412796,-0.33293533,-0.23604584,-1.4575539,-1.2685795,-1.6764431,-0.85277367,-0.947382,-0.80851746,-1.3673191
Colombia,COL,11,,1.2162304,-0.05586052,0.39450836,0.18223381,0.4448967,0.5600929,0.3982277,0.48469353,0.62451553,0.41773605,0.18018532,0.5712929,0.057704926,-0.12372208,0.8382988,-0.12288475,-0.07029343,0.013523102,0.0034484863,0.019849777,-0.20583344,-0.25181007,-0.12899017,-0.26498032,-0.5100441,-0.30295944,-0.036327362,-0.51969147,-0.47685432,-0.3465767,-0.48998833,-0.48539543,-0.46035957,-0.42705917,-0.1925335,-0.631567,0.03222084,-0.5197964,-0.86421967,-0.81877327,-0.44327927,-0.36021423,-0.15860748,-0.27770996,-0.16144943,-0.3313465,-0.33784294,-0.3205433,-0.63536644,-0.5301361,-0.5730057,-0.1070652,-0.80747795,-0.3724861,0.014156342,-0.08435249,-0.2010727,-0.3563347,-0.3801651,-0.57206917,-0.270813,-0.44132614,-0.8353939,-0.62065125,-0.9930916,-0.4945202,-0.22473717,-1.2689705,-1.4207592,-1.3409214,-0.8363247,-1.1361313,-1.0363235,-1.3419838
Colombia,COL,12,,1.1573563,0.21722794,0.72670937,0.13104439,0.5212803,0.32523537,0.7082615,0.09470558,0.83499336,0.43108368,0.18510056,0.38307,-0.11044121,-0.24325562,0.67645454,-0.04273987,-0.23733711,0.053733826,-0.17900085,-0.015836716,-0.305336,0.104003906,-0.1842537,-0.66648674,-0.55653,-0.40538216,0.52736473,-0.75470734,-0.40974808,-0.0979538,-0.25686073,-0.31212997,-0.19835854,-0.5897865,0.07816696,-0.7357273,-0.039402008,-0.48171616,-0.7352009,-0.6810608,-1.0402164,-0.37950897,-0.4565029,-0.048570633,-0.48556328,-0.35491562,-0.11585426,-0.47130394,-1.1376743,-0.5832424,-0.85417175,-0.29851723,-0.8811703,-0.6797924,-0.11042595,0.26908302,-0.31861496,-0.5130997,-0.45854187,-0.84145164,-0.18024826,0.034713745,-0.640852,-0.6885452,-0.8719082,-0.30067635,-0.054977417,-1.2845993,-1.2996483,-1.2941799,-0.46849442,-0.9126053,-0.92780304,-1.4298134
Comoros,COM,1,0.14459229,-0.0955677,0.43267632,0.34392738,0.31240654,0.23256302,-0.60746384,0.010761261,0.40475655,-0.13904762,0.16909981,0.44363403,0.4968872,-0.069963455,0.075754166,0.43826294,-0.2767315,0.36128616,-0.19234848,-0.0057525635,0.15188217,0.20266342,-0.19436073,-0.35656357,0.06937027,-0.18615913,0.008825302,-0.059164047,-0.07829094,-0.14447212,-0.31658173,-0.45718765,0.004301071,-0.298357,-0.28027725,-1.278038,0.5623913,-0.45430946,-1.1746616,-0.20143127,-0.72079086,-0.267622,0.13461304,-0.17975235,-0.6084156,-0.42175102,-0.45698738,-0.35365486,-1.1093998,-0.90636444,-0.94813347,-0.089193344,-0.9217968,-0.93182373,-0.46336746,-0.43423462,-0.5585499,-0.09026337,-0.45695686,-0.9400158,-0.55846786,-0.78497314,-1.01334,-0.5321274,-0.92640305,-0.35639954,-0.39351654,-0.9291611,-1.245348,-0.38102913,-1.0288696,-1.0467987,-0.2576332,-0.8185997,-0.67627907
Comoros,COM,2,0.6837311,0.08302879,-0.24872208,0.24240875,0.58589935,0.24516487,0.06489372,-0.11354065,0.2469635,0.058490753,-0.23872375,0.2441864,0.00045776367,-0.50247383,0.51872253,-0.18069458,-0.7208271,0.24873543,-0.054727554,0.25058556,-0.14907455,0.16909027,0.018661499,-0.33289528,0.2676792,-0.062028885,0.99715424,0.14263344,-0.6410427,-0.36928558,-0.46983528,-0.15992355,-0.2922268,0.22803497,-0.033044815,-0.17078209,-0.012996674,0.033922195,-0.069293976,-1.0488758,-0.626524,0.16543388,-0.06739426,-0.27758598,-0.21512032,-0.2695999,-0.2359581,-0.0820694,-1.1738129,-0.6744995,-0.59290695,-0.03850937,-0.31667137,-1.0715675,-0.27412987,-0.24960709,-0.3557968,-0.3204193,-0.00853157,-0.9717312,-0.11996651,-0.7442703,-0.88300705,-0.7315998,-0.9608803,-0.90740204,0.038654327,-0.8114052,-1.1375408,-0.8576584,-0.6972027,-0.6056862,0.053066254,-0.67640305,-0.51049995
Comoros,COM,3,,0.50707436,0.06501198,0.17822075,0.690258,0.7201328,-0.15068436,0.09583092,0.9368191,0.012384415,-0.13526154,0.2787304,-0.44156837,-0.3617096,0.82248306,-0.117033005,-0.65268326,0.12757301,-0.2204361,0.3023529,0.051410675,0.3033867,-0.20778084,-0.3209896,-0.43433762,-0.38707733,0.9294872,-0.03575325,-0.26208305,-0.4677868,-0.3111019,-0.55573845,-0.060043335,-0.14881897,-0.13980484,-0.639019,0.41300964,0.25801468,-0.43253708,-0.52762413,-0.7178974,-0.02193451,-0.13526917,-0.015609741,-0.3691368,-0.069093704,-0.52848434,-0.594656,-1.0078487,-0.6182194,-1.2561302,-0.14879417,-0.9779606,-1.0513725,-0.041042328,-0.047426224,-0.92913246,-0.44608307,-0.39078903,-1.3883362,-0.39717865,-0.9154415,-0.7531681,-0.71326256,-1.1374416,-0.5557747,-0.3726864,-0.8302765,-0.79857826,-1.1619205,-0.3173809,-0.64539146,0.35944176,-0.38798332,-0.6463032
Comoros,COM,4,,0.43054962,0.3981018,-0.19554329,0.7521744,0.7567215,-0.00067329407,0.08174896,0.59466743,0.26390648,-0.08576965,-0.07954216,-0.461071,-0.105703354,0.9542656,-0.2807827,-0.8180504,0.276659,-0.26612282,0.028310776,-0.20993233,-0.07407379,0.09812546,0.0065345764,-0.020730972,-0.2072277,0.5710411,-0.0262146,-0.51716995,-0.24170113,0.008325577,-0.18815422,-0.16554642,-0.6439953,-0.26703262,-0.42471886,0.42882347,0.39526176,-0.014257431,-0.37313652,-0.44371986,0.4959278,-0.24534035,-0.24000168,-0.55971336,-0.18730927,-0.1764412,-0.38217926,-0.93029594,-0.66303444,-1.0119343,-0.29792023,-0.6231251,-0.859684,-0.35414886,-0.2733841,-1.1496162,-0.49447632,-0.38489342,-1.310894,-0.55254555,-1.0390282,-0.6439743,-0.5351925,-0.88689995,-0.49810028,-0.19997406,-0.7808361,-1.0617695,-0.58329964,-0.56341934,-0.4392624,-0.4628849,0.1116848,-0.46909332
Comoros,COM,5,,0.49887276,-0.031881332,-0.17786407,0.33214188,0.32689285,0.26434898,0.33047485,-0.17329025,0.35302925,0.115722656,-0.23044777,-0.20051193,-0.00010108948,0.8812752,-0.14795113,-0.53665924,0.5026436,-0.22311592,-0.043764114,-0.5440941,-0.06646919,-0.11001778,0.2950306,-0.2676792,-0.25768852,0.44470024,-0.21607971,-0.25122833,-0.27288628,-0.16619873,-0.015535355,-0.18758965,0.065071106,-0.03101921,-0.59724426,-0.14250374,0.57224274,-0.11801529,-0.4090252,-0.49760818,0.37410545,0.091049194,-0.6826515,-0.11175728,-0.10639763,-0.25222778,-0.04915428,-0.8320503,-0.23851585,-0.8164959,-0.1488266,-0.3499031,-0.8084011,-0.23055267,-0.27119446,-0.8428898,-0.20245934,-0.33997726,-1.1420898,-0.7477665,-0.6046486,-0.84471893,-0.19497108,-0.42150307,-0.11982918,-0.31006813,-0.5013218,-0.79226303,-0.8322277,-0.0030593872,-0.2702732,-0.2250576,0.14825058,-0.9834671
Comoros,COM,6,,0.82753944,-0.07320404,-0.046899796,0.2593727,0.27191734,0.14609528,0.50229645,-0.18728638,0.4007492,0.41431808,-0.09215546,-0.19804192,0.09174156,0.5655689,0.41799927,-0.47555733,0.25396156,0.014751434,0.071084976,-0.38492775,0.2421894,-0.20458794,-0.19008446,-0.3540268,-0.106666565,0.52303696,-0.1102581,-0.39757156,-0.45191383,-0.18111038,-0.34950447,-0.09304619,-0.39837456,0.1072464,-0.6312561,0.09723091,-0.19657516,-0.26817894,-0.97034645,-0.48724556,0.4778309,0.25382042,-0.6650257,-0.47113228,-0.16120338,-0.37960052,-0.1664505,-0.18644714,-0.3712883,-0.75081825,-0.3568554,-0.5697384,-0.6965389,-0.06411362,-0.28694916,-0.55703735,0.12980652,-0.19184113,-1.1332741,-0.35399246,-0.67020416,-0.34666824,-0.23067856,-0.2361908,-0.048704147,-0.20273781,-0.5090065,-0.39029312,-0.7890682,-0.58530426,-0.3187542,-0.2961502,-0.25898552,-0.7628422
Comoros,COM,7,,0.72392464,-0.3153515,0.12313652,0.10590935,0.593441,0.1458435,0.6714096,-0.079725266,0.6261482,0.3877201,-0.11518669,-0.033575058,0.1069088,0.26992798,-0.108831406,-0.52199936,0.21196556,-0.082445145,0.15666199,-0.19120598,0.015275955,0.30353165,-0.23836327,-0.6624279,-0.098781586,0.076049805,-0.08527374,-0.63972855,0.15211105,-0.009191513,-0.65971756,-0.32533455,0.028915405,-0.39139557,-0.4421463,0.40327263,-0.08984375,-0.59005547,-0.47758293,-0.77365494,0.5064926,0.15756416,-0.26387024,-0.3617897,-0.16770554,-0.83200836,-0.18580246,-0.5491333,-0.10159302,-0.59259987,-0.2927761,-0.17318535,-0.33156586,0.3206463,-0.017400742,-0.35434532,-0.06447029,0.18576622,-0.5347004,-0.65338707,-0.062467575,-0.09067345,0.014467239,-0.54826546,-0.5464268,-0.67243004,-0.13505173,-1.0068073,-0.29013252,-0.27200127,-0.26834297,-0.31903648,-0.22674751,-0.44042397
Comoros,COM,8,,0.82953835,-0.16342354,0.30588913,0.2823162,0.6338787,0.3404255,0.45720673,0.13918877,0.31782532,0.41831398,-0.0892334,0.25063705,-0.0048999786,-0.10187721,-0.2041645,-0.17889214,0.23251343,0.015926361,-0.055660248,-0.09729004,-0.18074036,0.21713066,0.19537735,-0.28314018,-0.24319077,0.12468338,-0.032951355,-0.4960022,0.18992996,-0.22782516,-0.62833595,-0.7315979,-0.2594967,-0.2604637,-0.5248623,0.14645195,0.477108,-0.5195961,-0.44525146,-0.9752865,0.008687973,0.009550095,-0.15180016,-0.21341133,-0.09643936,-0.22126198,0.1211071,-0.7479687,-0.7814045,-0.6427536,-0.31117058,-0.26857758,-0.56115913,0.119205475,-0.4325695,-0.4090538,-0.12002945,-0.101781845,-0.30843353,-0.6736183,-0.47517395,-0.18062973,-0.11186981,-0.38267708,-0.27217102,-0.2505417,-0.41259766,-0.3981495,-0.5006695,-0.47249413,-0.49425125,-0.595665,-0.376503,-0.69269943
Comoros,COM,9,,0.75064087,-0.4326954,0.3039055,0.14622116,0.5865402,0.6582527,0.321146,-0.21525192,0.5930214,0.01307869,0.28487015,0.11639595,0.10557175,0.043807983,-0.102817535,0.003118515,-0.016736984,-0.18283081,-0.11650467,-0.12094116,0.08007622,0.061101913,-0.16164398,-0.27772903,-0.121076584,0.016683578,0.03486824,-0.43629456,0.0827961,-0.088479996,-0.6909809,-0.4671936,-0.14907455,-0.35848236,-0.4336319,-0.03494644,0.23143959,-0.21983147,-0.5106087,-0.6693001,-0.11741829,0.11895752,-0.22898293,-0.14738846,0.090867996,0.028482437,-0.009479523,-0.5314522,-0.66742325,-1.0007782,-0.25691986,0.19159698,-0.74783516,-0.20702744,-0.34306717,-0.4599781,-0.24619293,0.06196785,-0.28866196,-0.60401917,-0.3284645,-0.29135132,-0.101997375,-0.46894455,-0.24969292,-0.24601936,-0.22880745,-1.1421356,-0.4056568,-0.85590553,-0.65115356,-0.6402073,-0.3358364,-0.6067734
Comoros,COM,10,,1.1271915,-0.68416786,-0.13497162,0.33534622,0.906126,0.047006607,0.5563469,-0.09601021,0.7348366,0.21021652,0.07156944,0.003616333,0.35876656,0.16221237,0.3624859,0.25834656,-0.14222527,0.11863899,-0.47028923,-0.026275635,0.289011,0.11148262,-0.24639702,-0.19293976,-0.5682583,-0.15579605,0.009969711,-1.0375576,-0.20655823,-0.23739052,-0.3760662,-0.68681526,-0.09335518,-0.27467155,-0.6912575,0.23007393,-0.32167053,-0.19561958,-0.69125366,-0.5762577,-0.566206,0.29706383,-0.10253906,-0.0978508,0.044403076,-0.20830727,0.33254433,-0.4938221,-1.2585926,-0.86608887,-0.22284698,0.21848106,-0.8643017,-0.62607574,0.14043427,-0.4892521,-0.27726555,-0.16405678,-0.37969398,-0.9250946,-0.07612991,-0.66415596,0.07977486,-0.5462818,-0.47117805,-0.30811882,0.27998543,-0.6053486,-0.5129204,-0.7068157,-0.33430672,-0.7439976,0.26999283,-0.6080532
Comoros,COM,11,,1.1569996,-0.16232872,0.31617737,0.036218643,0.8769951,0.24893951,0.40499687,0.063402176,0.19298172,0.32975197,0.27447128,0.15301514,0.6631756,0.06521034,0.26451302,0.17486954,-0.033641815,0.106796265,-0.22210693,-0.33973312,-0.052577972,0.060611725,-0.024578094,0.13483238,-0.5899563,-0.738472,0.4845028,-0.5936394,-0.6759796,-0.34901047,-0.1441536,-0.33997917,-0.43144798,0.0197258,-0.56453896,-0.39798355,-0.20758247,-0.1676712,-1.072834,-0.19304848,-0.26452255,-0.116119385,-0.1359806,0.011621475,0.20376968,-0.2003994,0.07600212,-0.36696625,-0.7158623,-0.6932392,-0.5500202,-0.059057236,-0.66607475,-0.54737854,-0.0272789,-0.50577164,-0.059137344,-0.22123146,0.038734436,-0.7069073,-0.3923664,-0.5201111,-0.24018288,-0.5954151,-0.32184792,-0.09070015,0.29707718,-0.48220253,-0.7059231,-0.5365906,-0.14144897,-0.48674202,0.023506165,-0.8626194
Comoros,COM,12,,0.874403,0.22993469,0.45210648,0.29719925,0.24996948,0.45917892,-0.0009651184,0.37947273,0.56347656,0.69646835,-0.2175312,0.0897007,0.1348114,0.15758705,0.34056854,-0.33075142,-0.14234543,-0.5310421,-0.04179001,-0.21748924,0.2952404,-0.106170654,0.34773445,-0.03827858,-0.22862625,-0.02655983,-0.25382233,-0.21944046,0.0748806,-0.6417694,-0.08711052,-0.18956757,-0.81298447,0.015262604,-0.33638954,-0.6644249,0.050584793,-0.548336,-0.6443424,-0.7893772,-0.5148201,-0.21042442,-0.32095337,-0.32444382,-0.16777039,-0.7368641,-0.10713768,-0.3598671,-0.9469776,-0.7820244,-0.78034973,-0.3227024,-0.78762627,-1.0946751,-0.038080215,-0.6570339,-1.0458488,-0.19150543,-0.8418808,-1.095665,-0.452322,-1.060236,-1.1010342,-0.09174347,-0.7666359,-0.56105614,-0.51387024,-0.5403023,-0.99689674,-0.45510674,-0.8155918,-0.29662895,-0.81832504,-1.019455
